grievance_text,severity,severity_level
"please check, wifi down pls fix bhai",High,High1
wifi down not resolved yet since long time,High,High2
"please check, buffering issue",Low,Low1
having wifi down continuously yaar,High,High1
HAVING NO CONNECTION CONTINUOUSLY!!! kya masla hai,High,High1
internet not functioning since morning,High,Low1
still internet gone since long time,High,Low1
"please check, having wifi down continuously kya ho raha hai",High,High1
buffering issue since long time,Low,Low1
facing cannot access sites kya ho raha hai,Low,Low1
connection NOT WORKING PLS FIX!!!,High,High1
"please check, no connection not resolved yet",High,High1
LAG ISSUE!!!,Low,Low1
"please check, facing no connection kya ho raha hai",High,High1
having no connection continuously since long time,High,High2
connection gone pls fix since long time yaar,High,Low1
"please check, wifi down, what is this? kya ho raha hai",High,High1
internet gone kya ho raha hai,High,Low1
no connection since morning since long time yaar,High,High2
net very slow pls fix since long time yaar,Low,Low2
NO CONNECTION SINCE MORNING!!!,High,High3
DATA LOSS ISSUE SINCE MORNING!!! bhai,Low,Low1
disconnecting again and again not resolved yet kya ho raha hai,Low,High1
router not running not resolved yet,Low,Low1
speed is low not resolved yet yaar,Low,Low1
"please check, having dns not resolving continuously bhai",Low,High1
NET SLOW PLS FIX!!! bhai,Low,Low1
packet loss happening since morning yaar,Low,Low1
no connection again since long time,High,High2
net gone not resolved yet since long time yaar,High,Low1
buffering trouble from last night bhai,Low,Low1
"lag issue, what is this? since long time kya masla hai",Low,Low1
"please check, facing internet not working",High,High1
speed is low again,Low,High1
"please check, keeps dropping not resolved yet kya ho raha hai",Low,Low1
"DELAY IN RESPONSE, WHAT IS THIS?!!!",Low,Low1
wifi gone from last night since long time,High,Low1
DATA LOSS ISSUE AGAIN!!!,Low,High1
facing no connection since long time kya ho raha hai,High,High2
"please check, speed is low",Low,Low1
"please check, wifi gone, what is this?",High,Low1
FACING INTERNET GONE!!!,High,Low1
speed is low not resolved yet since long time,Low,Low1
still wifi gone since long time yaar,High,Low1
"please check, delay in response not resolved yet",Low,Low1
still wifi down kya ho raha hai,High,High1
CANNOT ACCESS SITES!!!,Low,Low1
dns not resolving pls fix yaar,Low,Low1
"NO CONNECTION, WHAT IS THIS?!!!",High,High1
wifi gone since long time,High,Low1
"please check, net not working since morning bhai",High,High2
"please check, packet loss happening pls fix bhai",Low,Low1
internet not working from last night since long time,High,High2
wifi down from last night since long time yaar,High,High2
disconnecting again and again since morning bhai,Low,High1
"please check, speed is low since morning kya ho raha hai",Low,Low1
still wifi down kya ho raha hai,High,High1
SPEED IS LOW SINCE MORNING!!! bhai,Low,Low1
"please check, having ping too high continuously kya ho raha hai",Low,High1
delay in response pls fix since long time,Low,Low2
no connection not resolved yet kya ho raha hai,High,High1
INTERNET GONE NOT RESOLVED YET!!! kya ho raha hai,High,Low1
no connection pls fix,High,High1
having intrnet not functioning continuously,High,High1
"please check, still no connection kya ho raha hai",High,High1
"INTERNET VERY SLOW, WHAT IS THIS?!!! bhai",Low,Low1
wifi down pls fix kya ho raha hai,High,High1
still net not working kya ho raha hai,High,High1
internet very slow again since long time yaar,Low,High1
no connection since long time bhai,High,High2
dns not resolving not resolved yet since long time bhai,Low,Low1
internet not wrkng from last night since long time bhai,High,Low1
wifi gone not resolved yet bhai,High,Low1
data loss issue from last night bhai,Low,Low1
"please check, connection very slow",Low,Low1
PACKET LOSS HAPPENING PLS FIX!!! yaar,Low,Low1
no connection again bhai,High,High1
FACING ROUTER PROBLEM!!!,Low,Low1
having internet not working continuously,High,High1
intrnet not functioning since morning since long time,High,Low1
"please check, still no connection yaar",High,High1
having net too slow continuously since long time yaar,Low,High1
packet loss happening since long time,Low,Low1
"please check, still keeps dropping kya ho raha hai",Low,Low1
wifi VERY SLOW SINCE MORNING!!! bhai,Low,Low2
buffering trouble pls fix since long time bhai,Low,Low1
facing lag trouble since long time yaar,Low,Low1
"please check, still delay in response kya ho raha hai",Low,Low1
having net slow continuously since long time bhai,Low,High1
"please check, data loss problem kya ho raha hai",Low,Low1
"please check, facing net gone kya ho raha hai",High,Low1
STILL NO CONNECTION!!!,High,High1
facing cannot access sites yaar,Low,Low1
ROUTER PROBLEM PLS FIX!!! bhai,Low,Low1
unstable connection pls fix kya masla hai,Low,Low1
"INTERNET GONE, WHAT IS THIS?!!! bhai",High,Low1
"please check, internet very slow, what is this? bhai",Low,Low1
having unstable connection continuously since long time,Low,High1
speed is low pls fix since long time,Low,Low1
having router not running continuously yaar,Low,High1
speed is low since long time yaar,Low,Low1
buffering issue pls fix bhai,Low,Low1
router not running since long time kya ho raha hai,Low,Low1
"please check, facing dns not resolving yaar",Low,Low1
still ping too high,Low,Low1
"please check, still connection gone bhai",High,Low1
"please check, facing disconnecting again and again",Low,High1
"please check, no connection pls fix kya ho raha hai",High,High1
"please check, having wifi down continuously bhai",High,High1
"please check, internet not working, what is this?",High,High1
SPEED IS LOW SINCE MORNING!!! kya ho raha hai,Low,Low1
still connection not wrkng,High,Low1
"please check, packet loss happening pls fix bhai",Low,Low1
HAVING DATA LOSS trouble CONTINUOUSLY!!! kya masla hai,Low,High1
KEEPS DROPPING SINCE MORNING!!! kya ho raha hai,Low,Low1
"DELAY IN RESPONSE, WHAT IS THIS?!!! bhai",Low,Low1
having packet loss happening continuously since long time,Low,High1
having internet gone continuously bhai,High,High1
"please check, wifi down not resolved yet",High,High1
NO CONNECTION SINCE MORNING!!! yaar,High,High3
"please check, wifi down kya ho raha hai",High,High1
"please check, connection gone again yaar",High,High1
net too slow again since long time,Low,High1
still router not working since long time,Low,High2
still wifi down yaar,High,High1
still no connection yaar,High,High1
speed is low since long time,Low,Low1
NO CONNECTION FROM LAST NIGHT!!! kya masla hai,High,High1
disconnecting again and again since morning since long time bhai,Low,High1
no connection since morning since long time,High,High2
router problem from last night bhai,Low,Low1
"please check, cannot access sites not resolved yet",Low,Low1
still wifi gone since long time kya ho raha hai,High,Low1
"please check, data loss issue not resolved yet bhai",Low,Low1
"please check, net slow again kya ho raha hai",Low,High1
"please check, facing buffering issue yaar",Low,Low1
keeps dropping since morning since long time bhai,Low,Low1
still buffering trouble,Low,Low1
unstable connection since long time yaar,Low,Low1
no connection pls fix since long time yaar,High,High2
wifi very slow from last night bhai,Low,Low1
dns not resolving from last night since long time,Low,Low1
facing wifi down kya ho raha hai,High,High1
"please check, cannot access sites kya ho raha hai",Low,Low1
NO CONNECTION NOT RESOLVED YET!!! yaar,High,High1
net GONE AGAIN!!! kya ho raha hai,High,High1
delay in response from last night since long time bhai,Low,Low2
"please check, internet very slow pls fix",Low,Low1
HAVING ROUTER PROBLEM CONTINUOUSLY!!! kya ho raha hai,Low,High1
STILL INTERNET NOT WORKING!!!,High,High1
"please check, speed is low, what is this? bhai",Low,Low1
"please check, having speed is low continuously",Low,High1
"please check, router problem again bhai",Low,High1
NET lagging PLS FIX!!! kya ho raha hai,Low,Low1
"no connection, what is this? since long time kya ho raha hai",High,High2
"please check, having disconnecting again and again continuously",Low,High1
"net not working, what is this? since long time",High,High2
"please check, facing data loss issue bhai",Low,Low1
having router not working continuously since long time bhai,Low,High2
"please check, internet not running bhai",High,Low1
internet not wrkng since morning since long time bhai,High,Low1
cannot access sites not resolved yet,Low,Low1
wifi not working pls fix yaar,High,High1
"please check, still net gone kya ho raha hai",High,Low1
HAVING INTERNET NOT WORKING CONTINUOUSLY!!!,High,High1
facing internet gone,High,Low1
still lag issue since long time bhai,Low,Low1
DISCONNECTING AGAIN AND AGAIN NOT RESOLVED YET!!! kya ho raha hai,Low,High1
"BUFFERING ISSUE, WHAT IS THIS?!!! yaar",Low,Low1
having dns not resolving continuously since long time bhai,Low,High1
having router problem continuously,Low,High1
lag trouble pls fix since long time bhai,Low,Low1
still net not working kya ho raha hai,High,High1
"please check, internet not functioning pls fix yaar",High,Low1
"please check, wifi down since morning bhai",High,High2
having connection not wrkng continuously,High,High1
net not working not resolved yet kya ho raha hai,High,High1
still packet loss happening,Low,Low1
wifi down again since long time,High,High2
ping too high from last night since long time yaar,Low,Low1
net GONE SINCE MORNING!!! kya ho raha hai,High,Low1
UNSTABLE CONNECTION!!!,Low,Low1
facing dns not resolving yaar,Low,Low1
"please check, no connection since morning yaar",High,High2
"please check, having packet loss happening continuously kya ho raha hai",Low,High1
connection GONE NOT RESOLVED YET!!! bhai,High,Low1
connection gone not resolved yet since long time kya ho raha hai,High,Low1
"please check, internet not working since morning bhai",High,High2
WIFI DOWN!!! yaar,High,High1
"WIFI DOWN, WHAT IS THIS?!!! yaar",High,High1
wifi down from last night kya ho raha hai,High,High1
"please check, delay in response, what is this? yaar",Low,Low1
facing cannot access sites since long time yaar,Low,Low1
SPEED IS LOW PLS FIX!!! kya ho raha hai,Low,Low1
connection NOT WORKING FROM LAST NIGHT!!! yaar,High,High1
no connection from last night since long time kya ho raha hai,High,High2
CANNOT ACCESS SITES AGAIN!!!,Low,High1
HAVING PACKET LOSS HAPPENING CONTINUOUSLY!!! bhai,Low,High1
having lag issue continuously since long time,Low,High1
"please check, wifi down again",High,High1
router not running yaar,Low,Low1
HAVING BUFFERING problem CONTINUOUSLY!!!,Low,High1
"please check, net slow, what is this?",Low,Low1
KEEPS DROPPING SINCE MORNING!!! kya masla hai,Low,Low1
facing cannot access sites bhai,Low,Low1
facing router problem since long time,Low,Low1
having net very slow continuously since long time kya ho raha hai,Low,High1
buffering issue not resolved yet,Low,Low1
DATA LOSS ISSUE SINCE MORNING!!! bhai,Low,Low1
net slow from last night since long time kya ho raha hai,Low,Low2
"please check, having router not running continuously kya ho raha hai",Low,High1
"please check, facing dns not resolving kya ho raha hai",Low,Low1
speed is low not resolved yet,Low,Low1
no connection since morning since long time kya ho raha hai,High,High2
STILL net GONE!!! yaar,High,Low1
HAVING connection VERY SLOW CONTINUOUSLY!!! kya ho raha hai,Low,High1
"please check, unstable connection pls fix kya ho raha hai",Low,Low1
facing wifi down since long time yaar,High,High2
facing delay in response since long time pls fix,Low,Low2
still net not wrkng kya ho raha hai,High,Low1
FACING LAG ISSUE!!! bhai,Low,Low1
STILL WIFI DOWN!!! bhai,High,High1
ping too high from last night,Low,Low1
WIFI DOWN SINCE MORNING!!! kya ho raha hai,High,High3
still wifi down kya masla hai,High,High1
"wifi gone, what is this? since long time yaar",High,Low1
facing wifi down since long time yaar,High,High2
lag problem since long time bhai,Low,Low1
"please check, wifi down since morning bhai",High,High2
lag trouble since morning yaar,Low,Low1
"please check, unstable connection bhai",Low,Low1
"please check, no connection from last night kya ho raha hai",High,High1
having data loss trouble continuously kya ho raha hai,Low,High1
net slow since morning bhai,Low,Low2
cannot access sites not resolved yet since long time yaar,Low,Low1
dns not resolving again since long time yaar,Low,High1
"DISCONNECTING AGAIN AND AGAIN, WHAT IS THIS?!!! yaar",Low,High1
BUFFERING trouble FROM LAST NIGHT!!! kya ho raha hai,Low,Low1
"please check, router problem since morning",Low,Low1
"please check, facing wifi down yaar",High,High1
buffering problem from last night kya ho raha hai,Low,Low1
STILL NET SLOW!!! kya ho raha hai,Low,Low1
