grievance_text,severity
"please check, facing speed is low yaar",4
"internet not working, what is this? yaar",1
data loss trouble again,4
"wifi down, what is this? since long time bhai",2
HAVING net NOT WORKING CONTINUOUSLY!!! kya ho raha hai,2
facing net gone since long time bhai,4
NO CONNECTION AGAIN!!! bhai,2
connection not working again since long time kya ho raha hai,2
packet loss happening pls fix yaar,4
wifi down pls fix since long time,2
data loss problem again bhai,4
connection NOT WORKING FROM LAST NIGHT!!! yaar,2
"please check, internet gone not resolved yet kya ho raha hai",1
facing router not working yaar,1
facing disconnecting again and again since long time yaar,4
having ping too high continuously kya ho raha hai,4
"please check, net gone bhai",4
connection not working from last night kya ho raha hai,1
no connection pls fix,1
still data loss issue since long time kya ho raha hai,4
wifi GONE AGAIN!!! yaar,4
having connection gone continuously since long time yaar,4
wifi not working not resolved yet since long time,2
no connection pls fix kya masla hai,1
"please check, internet gone again",1
still dns not resolving,4
"please check, lag issue not resolved yet kya ho raha hai",5
"please check, keeps dropping, what is this? kya ho raha hai",4
"please check, router not running again",4
internet not functioning since morning bhai,4
"please check, router not functioning since morning bhai",4
having internet not working continuously,1
connection very slow from last night since long time kya ho raha hai,5
facing wifi down yaar,1
connection gone pls fix bhai,4
router not working not resolved yet since long time kya masla hai,2
still wifi down since long time,2
ROUTER PROBLEM PLS FIX!!!,4
"please check, wifi down, what is this? bhai",1
dns not resolving not resolved yet bhai,4
still intrnet not working kya ho raha hai,1
delay in response from last night since long time kya ho raha hai,4
"please check, facing wifi down kya ho raha hai",1
keeps dropping pls fix,4
buffering trouble from last night since long time kya ho raha hai,5
facing wifi down,1
STILL WIFI DOWN!!!,2
"please check, still packet loss happening",4
router not running since morning,4
net gone since morning since long time pls fix,4
DELAY IN RESPONSE SINCE MORNING!!! yaar,4
"please check, buffering problem from last night bhai",5
"please check, internet gone from last night kya masla hai",1
wifi down again yaar,1
"please check, disconnecting again and again, what is this? kya masla hai",4
"please check, internet gone since morning",2
facing internet gone since long time pls fix,2
data loss trouble from last night,4
keeps dropping not resolved yet since long time yaar,4
WIFI DOWN NOT RESOLVED YET!!! bhai,2
"please check, speed is low from last night kya ho raha hai",4
"DATA LOSS ISSUE, WHAT IS THIS?!!! yaar",4
delay in response since morning yaar,4
"dns not resolving, what is this? since long time",4
"please check, still wifi not working kya ho raha hai",1
"please check, router not running again",4
"please check, still internet very very slow yaar",5
still wifi down yaar,1
net not working again since long time bhai,2
data loss trouble pls fix since long time bhai,4
"please check, keeps dropping, what is this?",4
delay in response pls fix kya ho raha hai,4
internet very slow not resolved yet since long time,5
"please check, facing buffering trouble kya ho raha hai",5
internet not running from last night since long time,4
"please check, no connection, what is this?",1
NO CONNECTION NOT RESOLVED YET!!!,2
"please check, packet loss happening again",4
buffering trouble not resolved yet,5
"WIFI DOWN, WHAT IS THIS?!!! kya ho raha hai",2
"please check, still no connection kya ho raha hai",1
KEEPS DROPPING FROM LAST NIGHT!!! kya ho raha hai,4
"please check, data loss problem kya ho raha hai",4
"please check, having connection gone continuously kya ho raha hai",4
data loss issue since morning since long time bhai,4
"wifi very slow, what is this? since long time",5
"wifi down, what is this? bhai",1
FACING SPEED IS LOW!!! kya ho raha hai,4
ping too high from last night since long time yaar,4
keeps dropping again yaar,4
facing keeps dropping since long time kya masla hai,4
internet not functioning pls fix yaar,4
still delay in response,4
"please check, net gone again yaar",4
facing dns not resolving since long time bhai,4
"PING TOO HIGH, WHAT IS THIS?!!!",4
still dns not resolving since long time yaar,4
facing buffering problem since long time,5
net very slow pls fix bhai,5
wifi down again,1
still data loss issue kya ho raha hai,4
net very slow pls fix since long time bhai,5
"please check, router problem again",4
"please check, internet very slow not resolved yet bhai",5
having net gone continuously bhai,4
"please check, wifi down again bhai",1
"please check, internet very slow not resolved yet",5
"please check, wifi not working not resolved yet bhai",1
"please check, internet not working bhai",1
"net GONE, WHAT IS THIS?!!! kya masla hai",4
HAVING NET SLOW CONTINUOUSLY!!!,5
net not wrkng,4
internet not working pls fix,1
DATA LOSS trouble PLS FIX!!! kya ho raha hai,4
connection NOT WORKING NOT RESOLVED YET!!!,2
still net not working since long time kya ho raha hai,2
"please check, intrnet very too slow since morning bhai",5
router not running again kya ho raha hai,4
"please check, no connection from last night kya masla hai",1
intrnet not wrkng from last night bhai,4
"NET SLOW, WHAT IS THIS?!!!",5
HAVING DELAY IN RESPONSE CONTINUOUSLY!!! kya ho raha hai,4
still no connection since long time,2
"net slow, what is this?",5
connection gone from last night since long time yaar,4
no connection from last night since long time kya ho raha hai,2
disconnecting again and again again since long time kya masla hai,4
having cannot access sites continuously since long time bhai,4
cannot access sites again since long time kya ho raha hai,4
HAVING NO CONNECTION CONTINUOUSLY!!! yaar,2
"please check, facing delay in response bhai",4
having net gone continuously kya ho raha hai,4
packet loss happening since morning bhai,4
internet very lagging from last night since long time bhai,5
"please check, no connection, what is this?",1
"please check, delay in response, what is this?",4
wifi gone from last night yaar,4
keeps dropping since long time,4
no connection bhai,1
HAVING NO CONNECTION CONTINUOUSLY!!!,2
ROUTER PROBLEM!!!,4
net not working bhai,1
DELAY IN RESPONSE!!!,4
"please check, facing wifi down",1
keeps dropping again,4
buffering issue pls fix kya masla hai,5
"please check, packet loss happening not resolved yet yaar",4
"please check, net gone pls fix kya ho raha hai",4
"connection gone, what is this? since long time kya ho raha hai",4
having no connection continuously since long time,2
"please check, buffering trouble again yaar",5
unstable connection again yaar,4
internet not running since long time bhai,4
still packet loss happening,4
still router not working since long time bhai,2
"please check, having intrnet not working continuously kya ho raha hai",1
still cannot access sites,4
FACING SPEED IS LOW!!! bhai,4
keeps dropping again since long time kya ho raha hai,4
router not running not resolved yet since long time kya ho raha hai,4
"disconnecting again and again, what is this? since long time kya masla hai",4
internet not functioning from last night since long time,4
dns not resolving pls fix since long time kya ho raha hai,4
"please check, having packet loss happening continuously",4
"please check, wifi gone since morning",4
keeps dropping pls fix since long time kya ho raha hai,4
internet gone again bhai,1
"please check, net not wrkng",4
"please check, wifi down pls fix bhai",1
wifi down not resolved yet since long time,2
"please check, buffering issue",5
having wifi down continuously yaar,1
HAVING NO CONNECTION CONTINUOUSLY!!! kya masla hai,2
internet not functioning since morning,4
still internet gone since long time,2
"please check, having wifi down continuously kya ho raha hai",1
buffering issue since long time,5
facing cannot access sites kya ho raha hai,4
connection NOT WORKING PLS FIX!!!,2
"please check, no connection not resolved yet",1
LAG ISSUE!!!,5
"please check, facing no connection kya ho raha hai",1
having no connection continuously since long time,2
connection gone pls fix since long time yaar,4
"please check, wifi down, what is this? kya ho raha hai",1
internet gone kya ho raha hai,1
no connection since morning since long time yaar,2
net very slow pls fix since long time yaar,5
NO CONNECTION SINCE MORNING!!!,3
DATA LOSS ISSUE SINCE MORNING!!! bhai,4
disconnecting again and again not resolved yet kya ho raha hai,4
router not running not resolved yet,4
speed is low not resolved yet yaar,4
"please check, having dns not resolving continuously bhai",4
NET SLOW PLS FIX!!! bhai,5
packet loss happening since morning yaar,4
no connection again since long time,2
net gone not resolved yet since long time yaar,4
buffering trouble from last night bhai,5
"lag issue, what is this? since long time kya masla hai",5
"please check, facing internet not working",1
speed is low again,4
"please check, keeps dropping not resolved yet kya ho raha hai",4
"DELAY IN RESPONSE, WHAT IS THIS?!!!",4
wifi gone from last night since long time,4
DATA LOSS ISSUE AGAIN!!!,4
facing no connection since long time kya ho raha hai,2
"please check, speed is low",4
"please check, wifi gone, what is this?",4
FACING INTERNET GONE!!!,2
speed is low not resolved yet since long time,4
still wifi gone since long time yaar,4
"please check, delay in response not resolved yet",4
still wifi down kya ho raha hai,1
CANNOT ACCESS SITES!!!,4
dns not resolving pls fix yaar,4
"NO CONNECTION, WHAT IS THIS?!!!",2
wifi gone since long time,4
"please check, net not working since morning bhai",2
"please check, packet loss happening pls fix bhai",4
internet not working from last night since long time,2
wifi down from last night since long time yaar,2
disconnecting again and again since morning bhai,4
"please check, speed is low since morning kya ho raha hai",4
still wifi down kya ho raha hai,1
SPEED IS LOW SINCE MORNING!!! bhai,4
"please check, having ping too high continuously kya ho raha hai",4
delay in response pls fix since long time,4
no connection not resolved yet kya ho raha hai,1
INTERNET GONE NOT RESOLVED YET!!! kya ho raha hai,2
no connection pls fix,1
having intrnet not functioning continuously,4
"please check, still no connection kya ho raha hai",1
"INTERNET VERY SLOW, WHAT IS THIS?!!! bhai",5
wifi down pls fix kya ho raha hai,1
still net not working kya ho raha hai,1
internet very slow again since long time yaar,5
no connection since long time bhai,2
dns not resolving not resolved yet since long time bhai,4
internet not wrkng from last night since long time bhai,4
wifi gone not resolved yet bhai,4
data loss issue from last night bhai,4
"please check, connection very slow",5
PACKET LOSS HAPPENING PLS FIX!!! yaar,4
no connection again bhai,1
FACING ROUTER PROBLEM!!!,4
having internet not working continuously,1
intrnet not functioning since morning since long time,4
"please check, still no connection yaar",1
having net too slow continuously since long time yaar,5
packet loss happening since long time,4
"please check, still keeps dropping kya ho raha hai",4
wifi VERY SLOW SINCE MORNING!!! bhai,5
buffering trouble pls fix since long time bhai,5
facing lag trouble since long time yaar,5
"please check, still delay in response kya ho raha hai",4
having net slow continuously since long time bhai,5
"please check, data loss problem kya ho raha hai",4
"please check, facing net gone kya ho raha hai",4
STILL NO CONNECTION!!!,2
facing cannot access sites yaar,4
ROUTER PROBLEM PLS FIX!!! bhai,4
unstable connection pls fix kya masla hai,4
"INTERNET GONE, WHAT IS THIS?!!! bhai",2
"please check, internet very slow, what is this? bhai",5
having unstable connection continuously since long time,4
speed is low pls fix since long time,4
having router not running continuously yaar,4
speed is low since long time yaar,4
buffering issue pls fix bhai,5
router not running since long time kya ho raha hai,4
"please check, facing dns not resolving yaar",4
still ping too high,4
"please check, still connection gone bhai",4
"please check, facing disconnecting again and again",4
"please check, no connection pls fix kya ho raha hai",1
"please check, having wifi down continuously bhai",1
"please check, internet not working, what is this?",1
SPEED IS LOW SINCE MORNING!!! kya ho raha hai,4
